day,phase,tiltx_11m,tiltx_19m,pcnn_pred_11m,pcnn_pred_19m,q_AB,q_BC,fe_q_AB,fe_q_BC,pcnn_slope_0.0m,pcnn_defl_0.0m,pcnn_slope_0.5m,pcnn_defl_0.5m,pcnn_slope_1.0m,pcnn_defl_1.0m,pcnn_slope_1.5m,pcnn_defl_1.5m,pcnn_slope_2.0m,pcnn_defl_2.0m,pcnn_slope_2.5m,pcnn_defl_2.5m,pcnn_slope_3.0m,pcnn_defl_3.0m,pcnn_slope_3.5m,pcnn_defl_3.5m,pcnn_slope_4.0m,pcnn_defl_4.0m,pcnn_slope_4.5m,pcnn_defl_4.5m,pcnn_slope_5.0m,pcnn_defl_5.0m,pcnn_slope_5.5m,pcnn_defl_5.5m,pcnn_slope_6.0m,pcnn_defl_6.0m,pcnn_slope_6.5m,pcnn_defl_6.5m,pcnn_slope_7.0m,pcnn_defl_7.0m,pcnn_slope_7.5m,pcnn_defl_7.5m,pcnn_slope_8.0m,pcnn_defl_8.0m,pcnn_slope_8.5m,pcnn_defl_8.5m,pcnn_slope_9.0m,pcnn_defl_9.0m,pcnn_slope_9.5m,pcnn_defl_9.5m,pcnn_slope_10.0m,pcnn_defl_10.0m,pcnn_slope_10.5m,pcnn_defl_10.5m,pcnn_slope_11.0m,pcnn_defl_11.0m,pcnn_slope_11.5m,pcnn_defl_11.5m,pcnn_slope_12.0m,pcnn_defl_12.0m,pcnn_slope_12.5m,pcnn_defl_12.5m,pcnn_slope_13.0m,pcnn_defl_13.0m,pcnn_slope_13.5m,pcnn_defl_13.5m,pcnn_slope_14.0m,pcnn_defl_14.0m,pcnn_slope_14.5m,pcnn_defl_14.5m,pcnn_slope_15.0m,pcnn_defl_15.0m,pcnn_slope_15.5m,pcnn_defl_15.5m,pcnn_slope_16.0m,pcnn_defl_16.0m,pcnn_slope_16.5m,pcnn_defl_16.5m,pcnn_slope_17.0m,pcnn_defl_17.0m,pcnn_slope_17.5m,pcnn_defl_17.5m,pcnn_slope_18.0m,pcnn_defl_18.0m,pcnn_slope_18.5m,pcnn_defl_18.5m,pcnn_slope_19.0m,pcnn_defl_19.0m,pcnn_slope_19.5m,pcnn_defl_19.5m,pcnn_slope_20.0m,pcnn_defl_20.0m,pcnn_slope_20.5m,pcnn_defl_20.5m,pcnn_slope_21.0m,pcnn_defl_21.0m,pcnn_slope_21.5m,pcnn_defl_21.5m,pcnn_slope_22.0m,pcnn_defl_22.0m,pcnn_slope_22.5m,pcnn_defl_22.5m,pcnn_slope_23.0m,pcnn_defl_23.0m,pcnn_slope_23.5m,pcnn_defl_23.5m,pcnn_slope_24.0m,pcnn_defl_24.0m,pcnn_slope_24.5m,pcnn_defl_24.5m,pcnn_slope_25.0m,pcnn_defl_25.0m,pcnn_slope_25.5m,pcnn_defl_25.5m,pcnn_slope_26.0m,pcnn_defl_26.0m,pcnn_slope_26.5m,pcnn_defl_26.5m,pcnn_slope_27.0m,pcnn_defl_27.0m,pcnn_slope_27.5m,pcnn_defl_27.5m,pcnn_slope_28.0m,pcnn_defl_28.0m,pcnn_slope_28.5m,pcnn_defl_28.5m,pcnn_slope_29.0m,pcnn_defl_29.0m,pcnn_slope_29.5m,pcnn_defl_29.5m,pcnn_slope_30.0m,pcnn_defl_30.0m
21,1,-0.21107119355319148,1.5170824494184398,-0.25259105424224965,1.5224812050146599,4.9595363421811784,4.662207807413357,1.584746177618813,6.069638268167834,-0.0,0.0,0.09895122485473928,0.026065883810168167,0.16874490542081177,0.09409329654587786,0.21459675505064515,0.19082295703460025,0.24128045219331476,0.3054984988478847,0.2530088120860196,0.42961446252830104,0.25334991479617586,0.5566132829020233,0.24518446640297967,0.6815504592533133,0.2307070383763069,0.8007493460088706,0.21146996027866505,0.91146735686682,0.1884649955189036,1.011593832826642,0.16223492647694343,1.0993966044301087,0.13300511801117257,1.1733297835518244,0.1008241671889922,1.2319100676661643,0.06570287105666295,1.273663381403668,0.027741805190484727,1.2971385268185143,-0.012760437339153559,1.3009800761398602,-0.05522412596572872,1.2840492970318733,-0.09873386107032023,1.24557958766687,-0.14201388493247483,1.1853517260560464,-0.18343254012032748,1.1038741121206888,-0.22103360253222398,1.0025539397722596,-0.25259105424224965,0.8838466807244997,-0.2756831106752701,0.7513731833948452,-0.2877809395306102,0.6099958917322638,-0.28634744778690124,0.46584799719736825,-0.2689417025322185,0.3263116106534844,-0.23332492605472852,0.19994317080272545,-0.17756450587439984,0.09634621461115934,-0.10013303459847615,0.025993273400896674,-0.0,0.0,0.12328565140725119,0.029855670713023152,0.26952327987312585,0.12711494905520493,0.43779932332513316,0.3030562656060765,0.6264372849151683,0.5683123874738463,0.8329587525785987,0.9324787545175431,1.0540549431672033,1.4037049833893067,1.2855680139936534,1.9882746213046332,1.5224812050146599,2.690177805139629,1.758916759983947,3.5106809817858884,1.9881405175388895,4.447897303287804,2.2025720549881087,5.496360751855137,2.393799299593032,6.646606497746989,2.5525965853674855,7.884759465111739,2.6689452192133585,9.192132590559593,2.7320557206473683,10.544835815805369,2.7303910075035858,11.913396464689022,2.6516899099853575,13.262391318599585,2.4829905026285863,14.550090422510351,2.210652844619323,15.728112424155764,1.8203808110478101,16.741091067538598,1.2972427795938404,17.526352324171043,0.6256910081415384,18.0136015459114,-0.2104204011240409,18.12461995647063,-1.2278190060324812,17.772969759250657,-2.4437990122051483,16.863707122075564,-3.8762077282000345,15.293102299977232,-5.543433448370265,12.948366171426388,-7.464394706661436,9.707382487751817,-9.658530832784532,5.438445167025139,-12.145793734719394,-0.0
22,1,-0.2622841550555555,1.7076861817222222,-0.2880987748958598,1.6894194071331456,4.9561917923294905,4.672352889511149,1.9692588324210336,6.832217591453881,-0.0,0.0,0.07615303420156691,0.01983873823544111,0.1347603702909876,0.07323088254090579,0.1788954108874828,0.15218963072730454,0.21117189449300883,0.250152730125728,0.23369220611519542,0.3617384665923266,0.24802845414188227,0.48248380148576087,0.2552393639727661,0.6085819474623928,0.25592250411078443,0.7366373174023556,0.25029799220561466,0.8634546811222381,0.2383170029621951,0.9858767027400381,0.21978638441001314,1.1006801510321182,0.19449962055961384,1.2045364206874327,0.16236426652220376,1.2940370548349451,0.12351673119435376,1.36578017673149,0.07841672336142771,1.4165095116009045,0.02791559921485633,1.443294302661538,-0.02670496990789798,1.4437360833788633,-0.0837253636908707,1.4161870363440938,-0.14101067926712124,1.3599645232563042,-0.19606116310344376,1.2755472020339538,-0.2460864614736834,1.1647397852225507,-0.2880987748958598,1.0307957282863587,-0.31901948824940457,0.878489740669975,-0.3357937587972212,0.7141347656341549,-0.33550781823813464,0.5455407788499996,-0.31550430139551383,0.3819152484855584,-0.2734916635896436,0.23370726201213887,-0.20764460291867246,0.11239908301514344,-0.1166932837885987,0.03025022277247501,-0.0,0.0,0.14237732738895367,0.03453504949216968,0.30963478003483064,0.14652837704821345,0.5001846495225098,0.34805640558796697,0.7116292885643029,0.6502000810630617,0.940745413010316,1.062635570303154,1.1834775103231843,1.593219444371477,1.4349389503441694,2.247572550452997,1.6894194071331456,3.0286660738037074,1.9403972683166066,3.936412610673819,2.1805558142142774,4.967264436519152,2.4018020787325756,6.11382057665031,2.5952874457901207,7.364443777618119,2.75142917955082,8.702888040692569,2.8599322269950807,10.107937013288549,2.9098107624442267,11.553053236687932,2.8894090624126454,13.006038013464247,2.786421403874401,14.428701478986664,2.587910769092959,15.776542331049862,2.2803262158038713,16.998436582748553,1.8495188335755872,18.03633464916333,1.2807562567951722,18.824966051731682,0.5587357433373523,19.291551019482213,-0.3324041429368712,19.355518278477046,-1.4090731866677215,18.928228345445604,-2.688220438901474,17.912701675030778,-4.187326315837424,16.203351049303887,-5.924395791081412,13.685717640837831,-7.917952592577295,10.2362102247868,-10.187034316334376,5.721847059684613,-12.751188371772189,-0.0
23,1,-0.3068887537291667,1.751308311201389,-0.3273922776625349,1.7423094838204687,4.953154088606609,4.64988834869432,2.3041551584533826,7.006743733080014,-0.0,0.0,0.08116778637175363,0.02101093160840529,0.14631886676674682,0.07850059975332632,0.19767129326632588,0.16503232692829506,0.237029888732064,0.2741751939889554,0.2657922294436357,0.400298328008743,0.2849701278284005,0.5383719553526053,0.29522857762934673,0.683783502017719,0.2969428985070356,0.8321777169611958,0.2902731976732277,0.9793297712497222,0.2752534261880487,1.1210593891829363,0.2518904908114568,1.2531922455698161,0.2202673598140473,1.3715721953891569,0.18064311810918007,1.4721245987560143,0.13354265317529082,1.550967381601342,0.07982914912374543,1.6045629054294102,0.020753773736020442,1.6299005831023057,-0.042021299636220234,1.6246977908325722,-0.10642831820437951,1.58760520839145,-0.1700274704792577,1.5184023648999871,-0.2300661903020745,1.4181698456057075,-0.2835603419072528,1.2894261867644483,-0.3273922776625349,1.136219735057259,-0.3584201818256,0.9641684186746856,-0.37359303909542146,0.7804432089179885,-0.3700659212442577,0.593693808989588,-0.3453109632660326,0.41391760153522567,-0.29722028547762297,0.25227498572858115,-0.22419809776079513,0.12085586332472117,-0.12524020051102838,0.032403168640776775,-0.0,0.0,0.15115906595704381,0.03672715084444452,0.3271241699078083,0.1552977275941355,0.5260058156655071,0.36767515704696063,0.7451213361412846,0.6846803073687923,0.9809876887982135,1.1155927461404416,1.229322006053908,1.6677503991935427,1.485048383960425,2.346151105920175,1.7423094838204687,3.153058828992253,1.99448165624649,4.087616596069042,2.23419245695141,5.145467645070689,2.4533395933307847,6.318385721529439,2.6431105093240834,7.593915038413863,2.7940019751025718,8.955020052848305,2.8958391926401124,10.379744934232349,2.937794055310265,11.840882386325292,2.908402308231843,13.305651332851959,2.795579446369965,14.735382872863125,2.586635260489919,16.08521384954515,2.268286998601166,17.30378734621623,1.8266711544440801,18.33295941856999,1.247353926873326,19.107511386520933,0.5153404166389549,19.554867036958377,-0.38491735812037126,19.594814125959715,-1.469513537748484,19.139229612051224,-2.7550824945628123,18.09180809819417,-4.258793809989821,16.347793007231402,-5.998348063735842,13.793710062015997,-7.991973347547233,10.307102686267784,-10.258422421437869,5.756268984632465,-12.816970436257257,-0.0
24,1,-0.31041459513888886,1.7611046540972222,-0.33382914744166625,1.759575288037545,4.950114090346015,4.651722196368232,2.3306275709265667,7.045937553924383,-0.0,0.0,0.07281727189888149,0.018769514804177476,0.13313360228007923,0.07073676486521696,0.18274024402635494,0.1501210215579205,0.22291702089235158,0.25190799181092954,0.25447297064755675,0.37160354229900694,0.27780438336908597,0.5050120930443159,0.2929697897059761,0.6480483073528993,0.2997803393937568,0.7965902150127313,0.2979026740196905,0.9463807985520178,0.2869699839212005,1.0929832701674742,0.2666956504744823,1.2317927797946377,0.23698293634313558,1.3581042416647169,0.19802379442752882,1.4672325739518004,0.1503801447083072,1.5546782219042306,0.09504193616815415,1.6163277238163292,0.03345787635780059,1.6486766075187365,-0.032463312165822045,1.6490603281812946,-0.10038110489736111,1.6158784223559752,-0.16757879756818173,1.5487975778914194,-0.23104273189580593,1.4489208027261526,-0.28756004580636957,1.3189121186891348,-0.33382914744166625,1.163068949966894,-0.36657694336307617,0.9873373405663531,-0.3826771699704603,0.7992680585205506,-0.37926487351375077,0.6079143090748483,-0.35384302752091423,0.42367402804769394,-0.3043783366812923,0.25808146941338694,-0.22938433921847678,0.12355400894655592,-0.12799089746461392,0.033100780327699045,-0.0,0.0,0.15407154227251577,0.037451703052978,0.3329614463640334,0.15821219442210815,0.5346419875292555,0.37421590647583874,0.7563091857555405,0.6961896258847938,0.9943795874050739,1.1332632770256499,1.2444931349523882,1.6925806789685895,1.501520734721073,2.378912966724866,1.759575288037545,3.194276710107217,2.0120251253115025,4.137558189367475,2.251508959930556,5.204144800996878,2.4699516486142596,6.385564168449692,2.6585801999070613,7.6691312153497675,2.807939608793696,9.037603214485259,2.907908211366211,10.468842644732122,2.9477123491502217,11.935487559756574,2.9159402093553775,13.40462908707078,2.80055476689607,14.837495624708959,2.5889057988273096,16.189143277480046,2.267740974245787,17.40815206864393,1.8232160450262005,18.436327470337602,1.2409041771167932,19.208406812642057,0.5058044703740782,19.651770153325504,-0.397650281332602,19.686155215384325,-1.485586537453728,19.223376025617977,-2.774683614805105,18.16704491329852,-4.282167900477354,16.4122975526785,-6.025807629322004,13.84552075613345,-8.023908185524242,10.344082745931534,-10.29530789149563,5.77606565192948,-12.859374250770925,-0.0
25,1,-0.33575680108333333,1.7632573528541666,-0.31798097195684266,1.7457118656923447,4.951993421456582,4.663587485125863,2.5208996934593197,7.054550205636224,-0.0,0.0,0.07620232904106349,0.019778825874318093,0.13648891179573439,0.0735526310627091,0.183644030572295,0.15408225695804115,0.21989739188781451,0.25538283771709097,0.2469175043546419,0.3724437987616163,0.2658318512782764,0.5009521355220808,0.27727549854749073,0.6370328606674072,0.28146762991845214,0.7770208077103584,0.27831307176337583,0.917277123933616,0.2675234323372435,1.0540617011974502,0.24875035176080423,1.1834695540714502,0.22172183827046166,1.3014349918222121,0.18637198262909138,1.4038027094002379,0.1429546102321769,1.4864600951695848,0.09213262867783276,1.5455205958910392,0.03503680741612794,1.577544325140168,-0.026709764617332373,1.5797795810057669,-0.09100256348660977,1.55040774263326,-0.15530022960090858,1.4887741766872042,-0.2166989653698589,1.3955891904589874,-0.27203108144436955,1.2730854860420102,-0.31798097195684266,1.1251216909530166,-0.35121140795338557,0.9572250256559762,-0.3684932619193421,0.7765696913671362,-0.36683249424462305,0.5918908431520066,-0.3435892929355125,0.4133368437300122,-0.29658550304052217,0.252264740990712,-0.22419776846865713,0.12098552148701928,-0.1254350202311681,0.032466672901864904,-0.0,0.0,0.1516646407192467,0.03684257224928667,0.32834449395166027,0.15583824410093378,0.5280342101275949,0.36902648975035834,0.7479291528427555,0.6872444338212569,0.9844259969198188,1.1197270241263777,1.233130417706991,1.6737093512692522,1.4888701485390576,2.3540342232313716,1.7457118656923447,3.162767285506557,1.9969805703326997,4.098821258852632,2.235280355045178,5.157590256010616,2.452515654228273,6.330594635957468,2.6399122734363556,7.6051364536546435,2.788037667096538,8.963965255349096,2.886820084367808,10.384953742802946,2.9255663288955507,11.8407826722088,2.8929779809645,13.298634253042556,2.7771660120973864,14.719893257576894,2.565663784992458,16.059855033237213,2.2454384785155668,17.26743961874621,1.8029010108938601,18.28491119372366,1.2239145567552567,19.047602134013662,0.49380176742795134,19.483640996597188,-0.4026491891185092,19.513683814644324,-1.4811796505080317,19.05064814208594,-2.7580564281894464,17.9994493458091,-4.250068610182684,16.256738700587555,-5.974525093360647,13.710642896033493,-7.94925274790001,10.24050461547709,-10.19259512472211,5.716623893331492,-12.723411625108564,-0.0
26,1,-0.31424548188194446,1.7035439469861111,-0.3206341230339641,1.722908395937498,4.951194279806667,4.657651037806726,2.359390297951266,6.815645079867796,-0.0,0.0,0.07257367848547201,0.018716334869087033,0.13244607824905646,0.07045996950898402,0.1813632992978515,0.14933940007143304,0.22055972235760993,0.25020560475973713,0.2508263418149551,0.36841286180327226,0.2725877293326535,0.49961598282692166,0.2859855109243824,0.639607741542972,0.29096637084248955,0.784199253607853,0.2873726358576942,0.9291450857138904,0.2750333751412756,1.070113876617223,0.2538536562333636,1.2027041536292804,0.2238991715271902,1.3225037455307573,0.1854729960056736,1.425189685043759,0.13918089641873083,1.5066637813966333,0.08598152835199041,1.5632172193051164,0.027218139695896745,1.5917157626919094,-0.035370908883924135,1.589795606767264,-0.09966442825682373,1.5560588303995542,-0.16319377625993936,1.4902569155414862,-0.22320016561737735,1.3934510176557988,-0.2767113674841438,1.2681386013256102,-0.3206341230339641,1.1183376236949423,-0.351857770912577,0.9496215094931383,-0.36736420154457444,0.7691005241714288,-0.3643392628532314,0.585347609232273,-0.34028111821826024,0.4082691010753685,-0.29310171374571226,0.24892284985684143,-0.22121834812273886,0.11928797261682256,-0.1236332534449043,0.03199175081414181,-0.0,0.0,0.1493236379054213,0.0362776223297867,0.32323602164023124,0.15342605397584608,0.5198643164603548,0.3633040102751217,0.736548226313715,0.6766373901942774,0.9698332981641237,1.102623506038772,1.2154721945757976,1.6485340247716351,1.4684323358173363,2.3193202034027522,1.722908395937498,3.1172232195131326,1.9723382761049129,4.041391673085565,2.2094213507645746,5.087507689546929,2.4261379694068856,6.247422498220317,2.61376938464629,7.508801898975417,2.762917455517627,8.854781660337562,2.863523636611432,10.26363260798596,2.904886905029225,11.708434954117594,2.875680396608738,13.156761274930522,2.763966620618054,14.5703674545265,2.5572111994882367,15.904890868285344,2.242295139208584,17.10955506752586,1.805525679180106,18.126880241482095,1.2326458001511422,18.892398764982044,0.5088424878097761,19.334375184669625,-0.3812461400462613,19.373530048298946,-1.4535247310861288,18.922767036765734,-2.724435510201595,17.886902914271786,-4.210953899410443,16.162399866284993,-5.930584846674796,13.637099846346542,-7.901359772546785,10.189960600397296,-10.141834052344109,5.690793080656228,-12.671084960474163,-0.0
27,1,-0.317198505993007,1.6764221308321678,-0.31722857454651826,1.716514541930247,4.947474956573336,4.6381932280652185,2.381561933945939,6.707134422920118,-0.0,0.0,0.0720045775420204,0.018600818177506903,0.1308401629577388,0.06981319177418749,0.17856700201668008,0.14759274409266235,0.21666800052508675,0.24677877110236773,0.24610895520410092,0.3628198571170004,0.2674156921172239,0.49153397122154907,0.2807645449124246,0.6289106253419529,0.2860822638668548,0.7709607963651133,0.2831512922315311,0.9136183153996339,0.2717163021549775,1.0526943813827292,0.25158788557036044,1.1838848020800299,0.2227393191799924,1.3028275182377567,0.18539238711253905,1.4052059396132008,0.14008841069209202,1.486891649008412,0.08774098214779175,1.5441181827857384,0.02966749759495134,1.5736759828958937,-0.0324025353158072,1.573117371483752,-0.09634330466677307,1.5409596613284429,-0.15967220135286198,1.4768743921281904,-0.2196112656922985,1.3818512278409616,-0.27316757468433067,1.2583262475428052,-0.31722857454651826,1.1102661233369508,-0.34866770806378183,0.9432018559541598,-0.36445542081946686,0.7642081467994881,-0.3617707490166976,0.58182692873828,-0.3381091426846785,0.4059358760830173,-0.2913828783387135,0.24756472066771543,-0.22001126675189248,0.11866381519233614,-0.1229987676348442,0.03183055605025817,-0.0,0.0,0.14862857869665957,0.03610631369035712,0.3217899006815508,0.15272163967090438,0.5176195011407764,0.3616786194928609,0.7334694503394289,0.6736822611510797,0.965901536054918,1.097916148871545,1.2106881471479187,1.6416472342510127,1.4628193255122113,2.309832673757625,1.716514541930247,3.104731430808294,1.9652378880193944,4.025522671002549,2.201715541148616,5.067932365564654,2.417954535441218,6.22386899035479,2.605262047205785,7.481068768428016,2.7542645684704485,8.822750550177323,2.8549264920212742,10.22728015009908,2.8965677623292927,11.667843754483368,2.8678803578423526,13.112129870128678,2.7569434616057062,14.522019190587065,2.5512372503162775,15.85328170394212,2.2376552885575074,17.05528034597932,1.802515557247902,18.07068050710504,1.2315701754914965,18.835164723885477,0.510013895198659,19.277151921088418,-0.37750853995664313,19.317520613138257,-1.446896073688318,18.86933552140001,-2.714585955493026,17.837577112979154,-4.197549201504846,16.11887361575418,-5.913286805448081,13.601235111723573,-7.879826613249097,10.163789355496736,-10.115720781638954,5.67651900630903,-12.640043748206699,-0.0
28,1,-0.35556019303472225,1.6840630794375,-0.3278962470120371,1.6882743652123096,4.945904369294523,4.640758062279477,2.6695857797534304,6.737704807593547,-0.0,0.0,0.06981485897863932,0.01789431833263026,0.12968420161902197,0.0681605810381477,0.18050889053088404,0.14607376950511244,0.2227059837423288,0.2472335805374619,0.2563251288894908,0.36735148293642594,0.2811656918859728,0.5020963691707635,0.2968898656102848,0.6469979467954224,0.30312792097761,0.7974048586001482,0.2995727873162401,0.9484928565095381,0.2860621301751986,1.0953171977827574,0.26264690438485516,1.2329027277916642,0.22964592001568868,1.3563647537249568,0.18768625626078608,1.4610536670278436,0.1377294457577177,1.5427162186986367,0.08108332907135948,1.5976663092922645,0.019399462206991777,1.6229580985628707,-0.04534395156364655,1.616554197260026,-0.11087338462562718,1.5774817444860618,-0.17466493022665708,1.505969381336836,-0.23400171420206572,1.4035585755148328,-0.28604206533272764,1.273183468251178,-0.3278962470120371,1.1192143955793596,-0.3567092033173161,0.9474614291380263,-0.36974661002104464,0.7651356040748913,-0.3644815568862221,0.5807668554478129,-0.3386794006839397,0.40407897467510384,-0.29047867488001655,0.2458230456988671,-0.2184663673641095,0.11757177331966438,-0.12174632815585083,0.031477847856828785,-0.0,0.0,0.14646095498439438,0.0356007056306034,0.31665024655246227,0.15041963261385088,0.5088706378350848,0.35592691522543907,0.7206854136384925,0.6625602315642991,0.9488972109313777,1.0793494752810775,1.1895337071284378,1.6135325792553028,1.4378396106404518,2.2701657829201585,1.6882743652123096,3.051731348351932,1.9345149574510698,3.957745430131547,2.1694632014420656,4.984368494584797,2.3852568639281975,6.124020368142801,2.5732839885771623,7.365001674810588,2.724199779859635,8.691123102166527,2.827945417795512,10.081343617861327,2.873768195781171,11.509418449004142,2.8502424056684075,12.943557340456186,2.7452904371057056,14.346093330408987,2.546203610844149,15.673162027924604,2.2396623264427507,16.87439115186054,1.8117551712072169,17.892599897237695,1.2479967065839914,18.663507535806335,0.5333437178823195,19.11545053313315,-0.3477902194385246,19.169107374454047,-1.4115219408013515,18.737230234102594,-2.6744876880922983,17.72438259583413,-4.153833877810531,16.02668193038199,-5.867209578741586,13.531546558186115,-7.83276060341382,10.117445865278361,-10.069125093079329,5.65365309464049,-12.595430459101113,-0.0
29,1,-0.32000745111458334,1.7035169005208333,-0.31644577669410784,1.7192710722172293,4.947020673298795,4.654280530739134,2.402651808739476,6.815536870679342,-0.0,0.0,0.06648087568206479,0.01710308168601878,0.12231170639341704,0.06470925166436073,0.16899651927169423,0.13789344776688042,0.20750126489293755,0.23234497873573143,0.23833339477635926,0.3441180089412467,0.2616292406738159,0.469423873065872,0.2772471625883308,0.6044686020057481,0.2848646182180719,0.7453380790079862,0.28407726316504106,0.8879323214239427,0.27449788491876176,1.0279493721336452,0.2558524530634792,1.1609180628838427,0.22806995905494173,1.2822774010004825,0.19136219651270314,1.3874985294745241,0.14628937925137675,1.4722432078353027,0.0938076513676271,1.5325507299443433,0.035295176786619815,1.5650433603137048,-0.027445424441714054,1.5671389674554281,-0.0922091163655274,1.5372587584300048,-0.15643422653510924,1.4750179951503348,-0.2172697161672136,1.381388325589249,-0.27166041419579134,1.258821819814541,-0.31644577669410784,1.1113288093612512,-0.34846725658722477,0.9445039854845454,-0.36467932794688035,0.7654976969104592,-0.3622595491986711,0.5829317946836651,-0.33871367779602257,0.4067615322807317,-0.29197265672584133,0.24808682612043828,-0.22047917457060967,0.1189175521099663,-0.12326236579878502,0.03189848450341509,-0.0,0.0,0.14893183326756984,0.03618082545337814,0.32242102171622034,0.15302896927315904,0.5185928140682536,0.362386616382885,0.7347931512846151,0.6749642529117609,0.9675806730805127,1.099948679859703,1.2127260822301213,1.6446089243567035,1.4652175698700818,2.313903401244806,1.7192710722172293,3.1100910445442356,1.968344226619489,4.032348536977395,2.205153009944646,5.076395227943609,2.4216901654688217,6.234126852453304,2.6092446488370875,7.493258747773479,2.7584214446344584,8.836978910282712,2.859161219512483,10.243610939726416,2.900759383693358,11.68628667788965,2.871884228853198,13.132628159080904,2.760593896268421,14.544438345727352,2.554352004499059,15.877400018608473,2.240041830885247,17.080782122569957,1.8039789960847814,18.097152829844873,1.2319226462999213,18.862098569462475,0.5090851643936127,19.303948278041247,-0.37985953044875803,19.34350215029691,-1.4507690136495723,18.893764203009624,-2.7200266210531616,17.85967801058352,-4.204536844533283,16.137865020740193,-5.9217217475029855,13.61636491280672,-7.889518289380825,10.174377516406729,-10.126376449981729,5.682005863466666,-12.651258048983681,-0.0
30,1,-0.3012205112847222,1.725286326451389,-0.3167108152817013,1.7470852457735513,4.949829640346664,4.651338620114529,2.2615973588956404,6.9026333503431845,-0.0,0.0,0.06827249246229584,0.017584827406625456,0.12518678238989692,0.06638313837817572,0.17242190763447995,0.14116168014199235,0.21107117760533156,0.23737683199439066,0.24173204923419825,0.35090365742993324,0.2646067813879024,0.4778127957509319,0.27960899135321116,0.6141993538091775,0.28647162904119505,0.7560656053436685,0.28485251838277015,0.8992572146896727,0.27443433631005315,1.039450956297298,0.25501655579224214,1.1721905062051412,0.22659735666786684,1.2929657732001525,0.1894437581090739,1.3973303112470385,0.1441482778406986,1.4810505012335695,0.09167037121068157,1.5402793312966114,0.033360882050817386,1.5717467220195396,-0.029032119254881757,1.5729574853670567,-0.09337733182151602,1.5423872827354683,-0.15719458256944868,1.4796664983975605,-0.2177091344136019,1.3857419071550952,-0.27192444820294664,1.2630064889291805,-0.3167108152817013,1.1153887657971095,-0.34890633193451653,0.9483945736295973,-0.3654260032196488,0.7690961286800533,-0.36337441818620836,0.586065457102412,-0.3401574552749651,0.40925154508713596,-0.2935888303374807,0.24980276243670083,-0.22198792612364127,0.11983805924213753,-0.1242661538900625,0.03217201869356469,-0.0,0.0,0.150510186048227,0.03655030144514876,0.32619577437547437,0.15471053327120912,0.525189214135608,0.3666352635894258,0.7448060248919136,0.6833415589605156,0.9815378908820578,1.114298365938913,1.2310551047665657,1.6670148528906572,1.488216525072356,2.346631928671596,1.7470852457735513,3.155520241139264,2.0009482989191656,4.092887085231189,2.242338893832558,5.154393854501917,2.4630599137243343,6.331784975136913,2.6542076211894727,7.612528679369666,2.806194751285174,8.979469508197425,2.908772382670145,10.410492076420974,2.9510501658558432,11.878195376495384,2.9215146488128636,13.349576728688975,2.8080455726833926,14.785724389488166,2.5979301149683893,16.141517793840144,2.277875136501143,17.365334416256097,1.8340175448471607,18.39876227890724,1.2519329239344876,19.176317201182137,0.5166426012206684,19.625163966032478,-0.3873806671342054,19.664840666827192,-1.4762082127969263,19.206985588956993,-2.7664520001232464,18.155066069079194,-4.275262037476196,16.404108858854986,-6.020324507432742,13.8404315974783,-8.019860484060299,10.34137506717826,-10.292625121597528,5.775035967747089,-12.857907214680072,-0.0
